semestre,codigo,nombre_curso,creditos,categoria,requisito,curricula,docente,dia,horario,tipo,grupo,aula,horas
1,HIG01AIN,HISTORIA CRÍTICA DEL PERÚ E IDENTIDAD NACIONAL,3,ESG,-,PLAN CURRICULAR 2024,PEÑA-FLORES-EDWAR,MIÉRCOLES,7:00-9:00,Práctica,IN101,IN101,2
1,HIG01BIN,HISTORIA CRÍTICA DEL PERÚ E IDENTIDAD NACIONAL,3,ESG,-,PLAN CURRICULAR 2024,CUSICUNA-VILCA-LISBETH JUDIT,LUNES,7:00-9:00,Teoría,IN102,IN102,2
1,HIG01BIN,HISTORIA CRÍTICA DEL PERÚ E IDENTIDAD NACIONAL,3,ESG,-,PLAN CURRICULAR 2024,CUSICUNA-VILCA-LISBETH JUDIT,MIÉRCOLES,7:00-9:00,Práctica,IN102,IN102,2
1,QUG01AIN,QUÍMICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,OLARTE-PEREZ-AMANDA,MARTES,7:00-9:00,Teoría,IN101,IN101,2
1,QUG01AIN,QUÍMICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,OLARTE-PEREZ-AMANDA,JUEVES,7:00-9:00,Práctica,IN101,IN101,2
1,QUG01AIN,QUÍMICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,OLARTE-PEREZ-AMANDA,VIERNES,8:00-9:00,Teoría,IN101,IN101,1
1,QUG01BIN,QUÍMICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,LA TORRE-RIVEROS-LYDA,MARTES,7:00-9:00,Teoría,IN102,IN102,2
1,QUG01BIN,QUÍMICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,LA TORRE-RIVEROS-LYDA,JUEVES,7:00-9:00,Práctica,IN102,IN102,2
1,QUG01BIN,QUÍMICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,LA TORRE-RIVEROS-LYDA,VIERNES,8:00-9:00,Teoría,IN102,IN102,1
2,MEG04AIN,CÁLCULO II,4,ESG,MEG02,PLAN CURRICULAR 2024,VERA-MALDONADO-LEOPOLDO,LUNES,14:00-16:00,Teoría,IN101,IN101,2
2,MEG04AIN,CÁLCULO II,4,ESG,MEG02,PLAN CURRICULAR 2024,VERA-MALDONADO-LEOPOLDO,MIÉRCOLES,14:00-16:00,Práctica,IN101,IN101,2
2,MEG04AIN,CÁLCULO II,4,ESG,MEG02,PLAN CURRICULAR 2024,VERA-MALDONADO-LEOPOLDO,VIERNES,14:00-15:00,Teoría,IN101,IN101,1
2,MEG04BIN,CÁLCULO II,4,ESG,MEG02,PLAN CURRICULAR 2024,MAGUIÑA-RONDAN-SIMEONA ESTILISTA,LUNES,14:00-16:00,Teoría,IN102,IN102,2
2,MEG04BIN,CÁLCULO II,4,ESG,MEG02,PLAN CURRICULAR 2024,MAGUIÑA-RONDAN-SIMEONA ESTILISTA,MIÉRCOLES,14:00-16:00,Práctica,IN102,IN102,2
2,MEG04BIN,CÁLCULO II,4,ESG,MEG02,PLAN CURRICULAR 2024,MAGUIÑA-RONDAN-SIMEONA ESTILISTA,VIERNES,14:00-15:00,Teoría,IN102,IN102,1
2,MEG03AIN,ESTADÍSTICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,SOCOALAYA-MONTALVO-VANESSA,LUNES,18:00-20:00,Teoría,IN101,IN101,2
2,MEG03AIN,ESTADÍSTICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,SOCOALAYA-MONTALVO-VANESSA,MIÉRCOLES,18:00-20:00,Práctica,IN101,IN101,2
2,MEG03AIN,ESTADÍSTICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,SOCOALAYA-MONTALVO-VANESSA,VIERNES,18:00-19:00,Teoría,IN101,IN101,1
2,MEG03BIN,ESTADÍSTICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,TINTAYA-QUISPE-JOSE PERCY,LUNES,18:00-20:00,Teoría,IN102,IN102,2
2,MEG03BIN,ESTADÍSTICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,TINTAYA-QUISPE-JOSE PERCY,MIÉRCOLES,18:00-20:00,Práctica,IN102,IN102,2
2,MEG03BIN,ESTADÍSTICA GENERAL,4,ESG,-,PLAN CURRICULAR 2024,TINTAYA-QUISPE-JOSE PERCY,VIERNES,18:00-19:00,Teoría,IN102,IN102,1
2,IFI01AIN,FUNDAMENTOS DE LA PROGRAMACIÓN,3,EES,-,PLAN CURRICULAR 2024,MEDINA-MIRANDA-KARELIA,LUNES,11:00-13:00,Laboratorio,A,IN304,2
2,IFI01AIN,FUNDAMENTOS DE LA PROGRAMACIÓN,3,EES,-,PLAN CURRICULAR 2024,MEDINA-MIRANDA-KARELIA,MIÉRCOLES,11:00-13:00,Teoría,IN202,IN202,2
2,IFI01AIN,FUNDAMENTOS DE LA PROGRAMACIÓN,3,EES,-,PLAN CURRICULAR 2024,ZAMALLOA-PARO-WILLIAN,LUNES,11:00-13:00,Laboratorio,,IN312,2
2,IFI01BIN,FUNDAMENTOS DE LA PROGRAMACIÓN,3,EES,-,PLAN CURRICULAR 2024,IBARRA-ZANBRANO-WALDO ELIO,LUNES,11:00-13:00,Laboratorio,A,IN305,2
2,IFI01BIN,FUNDAMENTOS DE LA PROGRAMACIÓN,3,EES,-,PLAN CURRICULAR 2024,IBARRA-ZANBRANO-WALDO ELIO,MIÉRCOLES,11:00-13:00,Teoría,IN203,IN203,2
2,LCG01AIN,LINGÜÍSTICA Y COMUNICACIÓN HUMANA,4,ESG,-,PLAN CURRICULAR 2024,LOPEZ-HUARANCCA-ISABEL,MARTES,18:00-20:00,Teoría,IN101,IN101,2
2,LCG01AIN,LINGÜÍSTICA Y COMUNICACIÓN HUMANA,4,ESG,-,PLAN CURRICULAR 2024,LOPEZ-HUARANCCA-ISABEL,JUEVES,18:00-20:00,Práctica,IN101,IN101,2
2,LCG01AIN,LINGÜÍSTICA Y COMUNICACIÓN HUMANA,4,ESG,-,PLAN CURRICULAR 2024,LOPEZ-HUARANCCA-ISABEL,VIERNES,19:00-20:00,Teoría,IN101,IN101,1
2,LCG01BIN,LINGÜÍSTICA Y COMUNICACIÓN HUMANA,4,ESG,-,PLAN CURRICULAR 2024,CARAZAS-GAMARRA-WASHINGTON,MARTES,18:00-20:00,Teoría,IN102,IN102,2
2,LCG01BIN,LINGÜÍSTICA Y COMUNICACIÓN HUMANA,4,ESG,-,PLAN CURRICULAR 2024,CARAZAS-GAMARRA-WASHINGTON,JUEVES,18:00-20:00,Práctica,IN102,IN102,2
2,LCG01BIN,LINGÜÍSTICA Y COMUNICACIÓN HUMANA,4,ESG,-,PLAN CURRICULAR 2024,CARAZAS-GAMARRA-WASHINGTON,VIERNES,19:00-20:00,Teoría,IN102,IN102,1
2,MEI04AIN,MATEMÁTICAS DISCRETAS I,4,EES,MEG01,PLAN CURRICULAR 2024,CAZORLA-MEDINA-EDWIN,LUNES,16:00-18:00,Teoría,IN208,IN208,2
2,MEI04AIN,MATEMÁTICAS DISCRETAS I,4,EES,MEG01,PLAN CURRICULAR 2024,CAZORLA-MEDINA-EDWIN,MIÉRCOLES,16:00-18:00,Práctica,IN208,IN208,2
2,MEI04AIN,MATEMÁTICAS DISCRETAS I,4,EES,MEG01,PLAN CURRICULAR 2024,CAZORLA-MEDINA-EDWIN,VIERNES,17:00-18:00,Teoría,IN208,IN208,1
2,MEI04BIN,MATEMÁTICAS DISCRETAS I,4,EES,MEG01,PLAN CURRICULAR 2024,LOAIZA-HUAMAN-PAUL HERBERT,LUNES,16:00-18:00,Teoría,IN101,IN101,2
2,MEI04BIN,MATEMÁTICAS DISCRETAS I,4,EES,MEG01,PLAN CURRICULAR 2024,LOAIZA-HUAMAN-PAUL HERBERT,MIÉRCOLES,16:00-18:00,Práctica,IN101,IN101,2
2,MEI04BIN,MATEMÁTICAS DISCRETAS I,4,EES,MEG01,PLAN CURRICULAR 2024,LOAIZA-HUAMAN-PAUL HERBERT,VIERNES,17:00-18:00,Teoría,IN101,IN101,1
2,IFG01AIN,PENSAMIENTO COMPUTACIONAL E INTELIGENCIA ARTIFICIAL,3,ESG,-,PLAN CURRICULAR 2024,CHAVEZ-CENTENO-JAVIER DAVID,MARTES,16:00-18:00,Teoría,IN101,IN101,2
2,IFG01AIN,PENSAMIENTO COMPUTACIONAL E INTELIGENCIA ARTIFICIAL,3,ESG,-,PLAN CURRICULAR 2024,CHAVEZ-CENTENO-JAVIER DAVID,JUEVES,16:00-18:00,Laboratorio,A,IN312,2
2,IFG01AIN,PENSAMIENTO COMPUTACIONAL E INTELIGENCIA ARTIFICIAL,3,ESG,-,PLAN CURRICULAR 2024,HUAMANI-HUAYHUA-AGUEDO,JUEVES,16:00-18:00,Laboratorio,B,IN304,2
2,IFG01BIN,PENSAMIENTO COMPUTACIONAL E INTELIGENCIA ARTIFICIAL,3,ESG,-,PLAN CURRICULAR 2024,SOSA-JAUREGUI-VICTOR DARIO,MARTES,16:00-18:00,Teoría,IN102,IN102,2
2,IFG01BIN,PENSAMIENTO COMPUTACIONAL E INTELIGENCIA ARTIFICIAL,3,ESG,-,PLAN CURRICULAR 2024,SOSA-JAUREGUI-VICTOR DARIO,JUEVES,9:00-11:00,Laboratorio,B,IN309,2
3,MEI05AIN,ALGEBRA LINEAL COMPUTACIONAL,4,EES,MEG01,PLAN CURRICULAR 2024,ESPINOZA-YABAR-MARITZA,MARTES,7:00-9:00,Teoría,IN103,IN103,2
3,MEI05AIN,ALGEBRA LINEAL COMPUTACIONAL,4,EES,MEG01,PLAN CURRICULAR 2024,ESPINOZA-YABAR-MARITZA,JUEVES,7:00-9:00,Práctica,IN103,IN103,2
3,MEI05AIN,ALGEBRA LINEAL COMPUTACIONAL,4,EES,MEG01,PLAN CURRICULAR 2024,ESPINOZA-YABAR-MARITZA,VIERNES,7:00-8:00,Teoría,IN103,IN103,1
3,IFI02AIN,ALGORITMOS Y ESTRUCTURAS DE DATOS I,4,EES,IFI01*IFG01,PLAN CURRICULAR 2024,CARBAJAL-LUNA-JULIO CESAR,MARTES,9:00-11:00,Laboratorio,A,IN305,2
3,IFI02AIN,ALGORITMOS Y ESTRUCTURAS DE DATOS I,4,EES,IFI01*IFG01,PLAN CURRICULAR 2024,CARBAJAL-LUNA-JULIO CESAR,JUEVES,9:00-11:00,Teoría,IN203,IN203,2
3,IFI02AIN,ALGORITMOS Y ESTRUCTURAS DE DATOS I,4,EES,IFI01*IFG01,PLAN CURRICULAR 2024,CARBAJAL-LUNA-JULIO CESAR,VIERNES,10:00-11:00,Teoría,IN203,IN203,1
3,MEI09AIN,CALCULO III,4,EES,MEG04,PLAN CURRICULAR 2024,GUZMAN-HUAMAN-JUAN WALTER,MARTES,11:00-13:00,Teoría,IN103,IN103,2
3,MEI09AIN,CALCULO III,4,EES,MEG04,PLAN CURRICULAR 2024,GUZMAN-HUAMAN-JUAN WALTER,JUEVES,11:00-13:00,Práctica,IN103,IN103,2
3,MEI09AIN,CALCULO III,4,EES,MEG04,PLAN CURRICULAR 2024,GUZMAN-HUAMAN-JUAN WALTER,VIERNES,12:00-13:00,Teoría,IN103,IN103,1
3,IFI03AIN,PROGRAMACIÓN I,2,EES,IFI01,PLAN CURRICULAR 2024,DUEÑAS-BUSTINZA-DARIO FRANCISCO,LUNES,9:00-11:00,Laboratorio,A,IN306,2
3,IFI03AIN,PROGRAMACIÓN I,2,EES,IFI01,PLAN CURRICULAR 2024,DUEÑAS-BUSTINZA-DARIO FRANCISCO,MIÉRCOLES,9:00-11:00,Laboratorio,A,IN306,2
4,IFI04AIN,ALGORITMOS Y ESTRUCTURAS DE DATOS II,4,EES,IFI02*IFI03,PLAN CURRICULAR 2024,ACURIO-USCA-NILA ZONIA,LUNES,9:00-11:00,Teoría,IN107,IN107,2
4,IFI04AIN,ALGORITMOS Y ESTRUCTURAS DE DATOS II,4,EES,IFI02*IFI03,PLAN CURRICULAR 2024,ACURIO-USCA-NILA ZONIA,MIÉRCOLES,9:00-11:00,Laboratorio,A,IN305,2
4,IFI04AIN,ALGORITMOS Y ESTRUCTURAS DE DATOS II,4,EES,IFI02*IFI03,PLAN CURRICULAR 2024,ACURIO-USCA-NILA ZONIA,VIERNES,9:00-10:00,Teoría,IN107,IN107,1
4,ELI01AIN,ELECTRÓNICA Y DISEÑO DIGITAL,4,EES,FII02,PLAN CURRICULAR 2024,PALOMINO-LOPEZ-ALEXANDER,LUNES,11:00-13:00,Teoría,IN107,IN107,2
4,ELI01AIN,ELECTRÓNICA Y DISEÑO DIGITAL,4,EES,FII02,PLAN CURRICULAR 2024,PALOMINO-LOPEZ-ALEXANDER,MIÉRCOLES,11:00-13:00,Práctica,IN107,IN107,2
4,ELI01AIN,ELECTRÓNICA Y DISEÑO DIGITAL,4,EES,FII02,PLAN CURRICULAR 2024,PALOMINO-LOPEZ-ALEXANDER,VIERNES,11:00-12:00,Teoría,IN107,IN107,1
4,IFI07AIN,MODELOS PROBABILÍSTICOS,4,EES,MEI06*MEG03,PLAN CURRICULAR 2024,CCACYAHUILLCA-BEJAR-HANS HARLEY,MARTES,18:00-20:00,Teoría,IN107,IN107,2
4,IFI07AIN,MODELOS PROBABILÍSTICOS,4,EES,MEI06*MEG03,PLAN CURRICULAR 2024,CCACYAHUILLCA-BEJAR-HANS HARLEY,JUEVES,18:00-20:00,Laboratorio,IN107,IN107,2
4,IFI07AIN,MODELOS PROBABILÍSTICOS,4,EES,MEI06*MEG03,PLAN CURRICULAR 2024,CCACYAHUILLCA-BEJAR-HANS HARLEY,VIERNES,8:00-9:00,Teoría,IN107,IN107,1
4,IFI05AIN,PROGRAMACIÓN II,2,EES,IFI02*IFI03,PLAN CURRICULAR 2024,AGUIRRE-CARBAJAL-DORIS SABINA,MARTES,9:00-11:00,Laboratorio,A,IN303,2
4,IFI05AIN,PROGRAMACIÓN II,2,EES,IFI02*IFI03,PLAN CURRICULAR 2024,AGUIRRE-CARBAJAL-DORIS SABINA,JUEVES,9:00-11:00,Laboratorio,A,IN303,2
5,IFI08AIN,ANÁLISIS Y DISEÑO DE ALGORITMOS,4,EES,IFI04,PLAN CURRICULAR 2024,ROZAS-HUACHO-JAVIER ARTURO,LUNES,7:00-9:00,Teoría,IN108,IN108,2
5,IFI08AIN,ANÁLISIS Y DISEÑO DE ALGORITMOS,4,EES,IFI04,PLAN CURRICULAR 2024,ROZAS-HUACHO-JAVIER ARTURO,VIERNES,7:00-8:00,Teoría,IN108,IN108,1
5,IFI08AIN,ANÁLISIS Y DISEÑO DE ALGORITMOS,4,EES,IFI04,PLAN CURRICULAR 2024,QUISPE-SOTA-JULIO VLADIMIR,MIÉRCOLES,7:00-9:00,Laboratorio,A,IN305,2
5,IFI10AIN,ANÁLISIS Y DISEÑO DE SISTEMAS DE INFORMACIÓN,4,EES,IFI04*ADI01,PLAN CURRICULAR 2024,CANDIA-OVIEDO-DENNIS IVAN,LUNES,9:00-11:00,Teoría,IN103,IN103,2
5,IFI10AIN,ANÁLISIS Y DISEÑO DE SISTEMAS DE INFORMACIÓN,4,EES,IFI04*ADI01,PLAN CURRICULAR 2024,CANDIA-OVIEDO-DENNIS IVAN,MIÉRCOLES,9:00-11:00,Laboratorio,IN301,IN301,2
5,IFI10AIN,ANÁLISIS Y DISEÑO DE SISTEMAS DE INFORMACIÓN,4,EES,IFI04*ADI01,PLAN CURRICULAR 2024,CANDIA-OVIEDO-DENNIS IVAN,VIERNES,8:00-9:00,Teoría,IN301,IN301,1
5,IFI13AIN,TEORÍA DE LA COMPUTACIÓN,4,EEO,IFI04,PLAN CURRICULAR 2024,SONCCO-ALVAREZ-JOSE LUIS,LUNES,11:00-13:00,Teoría,IN206,IN206,2
5,IFI13AIN,TEORÍA DE LA COMPUTACIÓN,4,EEO,IFI04,PLAN CURRICULAR 2024,SONCCO-ALVAREZ-JOSE LUIS,MIÉRCOLES,11:00-13:00,Práctica,IN309,IN309,2
5,IFI13AIN,TEORÍA DE LA COMPUTACIÓN,4,EEO,IFI04,PLAN CURRICULAR 2024,SONCCO-ALVAREZ-JOSE LUIS,VIERNES,11:00-12:00,Teoría,IN206,IN206,1
6,IF612AIN,FUNDAMENTOS Y DISEÑO DE BASES DE DATOS,4,OEES,IF610,PLAN CURRICULAR 2017,ROZAS-HUACHO-JAVIER ARTURO,MARTES,9:00-11:00,Laboratorio,A,IN301,2
6,IF612AIN,FUNDAMENTOS Y DISEÑO DE BASES DE DATOS,4,OEES,IF610,PLAN CURRICULAR 2017,ROZAS-HUACHO-JAVIER ARTURO,JUEVES,9:00-11:00,Teoría,IN108,IN108,2
6,IF612AIN,FUNDAMENTOS Y DISEÑO DE BASES DE DATOS,4,OEES,IF610,PLAN CURRICULAR 2017,ROZAS-HUACHO-JAVIER ARTURO,VIERNES,9:00-10:00,Teoría,IN108,IN108,1
6,IF611AIN,METODOLOGÍA DE DESARROLLO DE SOFTWARE,3,OEES,IF610,PLAN CURRICULAR 2017,IBARRA-ZANBRANO-WALDO ELIO,MARTES,7:00-9:00,Laboratorio,A,IN301,2
6,IF611AIN,METODOLOGÍA DE DESARROLLO DE SOFTWARE,3,OEES,IF610,PLAN CURRICULAR 2017,IBARRA-ZANBRANO-WALDO ELIO,JUEVES,7:00-9:00,Teoría,IN201,IN201,2
6,IF551AIN,SISTEMAS OPERATIVOS,4,OEES,IF550,PLAN CURRICULAR 2017,CARRASCO-POBLETE-EDWIN,LUNES,9:00-11:00,Laboratorio,A,IN301,2
6,IF551AIN,SISTEMAS OPERATIVOS,4,OEES,IF550,PLAN CURRICULAR 2017,CARRASCO-POBLETE-EDWIN,MIÉRCOLES,9:00-11:00,Teoría,IN201,IN201,2
6,IF551AIN,SISTEMAS OPERATIVOS,4,OEES,IF550,PLAN CURRICULAR 2017,CARRASCO-POBLETE-EDWIN,VIERNES,10:00-11:00,Teoría,IN201,IN201,1
7,IF456AIN,ALGORITMOS AVANZADOS,4,OEES,IF454,PLAN CURRICULAR 2017,HUILLCA-HUALLPARIMACHI-RAUL,LUNES,16:00-18:00,Teoría,IN108,IN108,2
7,IF456AIN,ALGORITMOS AVANZADOS,4,OEES,IF454,PLAN CURRICULAR 2017,HUILLCA-HUALLPARIMACHI-RAUL,MIÉRCOLES,16:00-18:00,Laboratorio,A,IN301,2
7,IF456AIN,ALGORITMOS AVANZADOS,4,OEES,IF454,PLAN CURRICULAR 2017,HUILLCA-HUALLPARIMACHI-RAUL,VIERNES,17:00-18:00,Teoría,IN108,IN108,1
7,IF651AIN,INTELIGENCIA ARTIFICIAL,4,OEES,IF650*IF612,PLAN CURRICULAR 2017,IRPANOCCA-CUSIMAYTA-MARITZA,LUNES,9:00-11:00,Laboratorio,A,IN303,2
7,IF651AIN,INTELIGENCIA ARTIFICIAL,4,OEES,IF650*IF612,PLAN CURRICULAR 2017,IRPANOCCA-CUSIMAYTA-MARITZA,MIÉRCOLES,9:00-11:00,Teoría,IN108,IN108,2
7,IF651AIN,INTELIGENCIA ARTIFICIAL,4,OEES,IF650*IF612,PLAN CURRICULAR 2017,IRPANOCCA-CUSIMAYTA-MARITZA,VIERNES,10:00-11:00,Teoría,IN108,IN108,1
7,IF552AIN,REDES DE COMPUTADORAS I,4,OEES,IF551,PLAN CURRICULAR 2017,VILLAFUERTE-SERNA-RONY,MARTES,9:00-11:00,Teoría,IN203,IN203,2
7,IF552AIN,REDES DE COMPUTADORAS I,4,OEES,IF551,PLAN CURRICULAR 2017,VILLAFUERTE-SERNA-RONY,JUEVES,9:00-11:00,Laboratorio,A,IN305,2
7,IF552AIN,REDES DE COMPUTADORAS I,4,OEES,IF551,PLAN CURRICULAR 2017,VILLAFUERTE-SERNA-RONY,VIERNES,9:00-10:00,Teoría,IN203,IN203,1
8,IF652AIN,APRENDIZAJE AUTOMATICO,4,OEES,IF651,PLAN CURRICULAR 2017,ROZAS-HUACHO-JAVIER ARTURO,LUNES,9:00-11:00,Teoría,IN202,IN202,2
8,IF652AIN,APRENDIZAJE AUTOMATICO,4,OEES,IF651,PLAN CURRICULAR 2017,ROZAS-HUACHO-JAVIER ARTURO,VIERNES,10:00-11:00,Teoría,IN202,IN202,1
8,IF652AIN,APRENDIZAJE AUTOMATICO,4,OEES,IF651,PLAN CURRICULAR 2017,MONTOYA-CUBAS-CARLOS FERNANDO,MIÉRCOLES,9:00-11:00,Laboratorio,A,IN303,2
8,IF614AIN,INGENIERIA DE SOFTWARE I,4,OEES,IF611*IF613,PLAN CURRICULAR 2017,GAMARRA-SALAS-JISBAJ,MARTES,7:00-9:00,Teoría,IN202,IN202,2
8,IF614AIN,INGENIERIA DE SOFTWARE I,4,OEES,IF611*IF613,PLAN CURRICULAR 2017,GAMARRA-SALAS-JISBAJ,VIERNES,7:00-8:00,Teoría,IN202,IN202,1
8,IF614AIN,INGENIERIA DE SOFTWARE I,4,OEES,IF611*IF613,PLAN CURRICULAR 2017,CAMA-CACERES-ELMER,JUEVES,7:00-9:00,Laboratorio,A,IN301,2
8,IF710AIN,SEMINARIO DE INVESTIGACION I,3,OEES,150,PLAN CURRICULAR 2017,ORMEÑO-AYALA-YESHICA ISELA,LUNES,16:00-18:00,Teoría,IN201,IN201,2
8,IF710AIN,SEMINARIO DE INVESTIGACION I,3,OEES,150,PLAN CURRICULAR 2017,ORMEÑO-AYALA-YESHICA ISELA,MIÉRCOLES,16:00-18:00,Práctica,IN201,IN201,2
9,IF459AIN,COMPUTACION GRAFICA II,4,EEEP,IF458,PLAN CURRICULAR 2017,QUISPE-ONOFRE-CARLOS RAMON,LUNES,7:00-9:00,Teoría,IN201,IN201,2
9,IF459AIN,COMPUTACION GRAFICA II,4,EEEP,IF458,PLAN CURRICULAR 2017,QUISPE-ONOFRE-CARLOS RAMON,MIÉRCOLES,7:00-9:00,Laboratorio,A,IN304,2
